"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"1",3.081786,3.092143,2.925,2.992857,1238319600,2.558946
"2",3.001786,3.069643,2.993571,3.059286,847260400,2.615744
"3",3.063214,3.078571,3.014286,3.0375,834741600,2.597117
"4",3.07,3.090357,3.045714,3.0525,797106800,2.609942
"5",3.0875,3.320714,3.041071,3.306071,3349298400,2.82675
"6",3.383929,3.492857,3.3375,3.464286,2952880000,2.962027
"7",3.426429,3.456429,3.396429,3.421429,1440252800,2.925384
"8",3.378214,3.395,3.329643,3.379286,1312690400,2.88935
"9",3.417143,3.473214,3.408929,3.467857,1244076400,2.965079
"10",3.484286,3.485714,3.386429,3.391071,1646260000,2.899426
"11",3.289286,3.289643,3.180357,3.181071,2364605600,2.719873
"12",3.165357,3.201786,3.147143,3.160714,1364473600,2.702467
"13",3.183571,3.184286,3.058929,3.099643,1454026000,2.650251
"14",3.061786,3.125357,3.053929,3.060714,1207424400,2.616966
"15",3.095714,3.1125,3.074286,3.096429,927813600,2.647503
"16",3.111071,3.160714,3.0725,3.080357,905973600,2.63376
"17",3.111071,3.120357,3.035357,3.049286,986874000,2.607194
"18",3.082143,3.094643,3.054643,3.069286,901664400,2.624295
"19",3.086786,3.088929,3.044643,3.055357,577970400,2.612385
"20",3.030714,3.071429,3.0125,3.061786,856069200,2.617882
"21",3.079643,3.081071,3.026429,3.026429,664342000,2.587651
"22",3.004286,3.044643,2.989286,3.026786,621530000,2.587956
"23",3.010714,3.043929,2.997857,2.997857,578852400,2.563221
"24",3.016071,3.016786,2.959286,3.005357,864393600,2.569634
"25",3.017143,3.085,2.983929,3.076786,1066825200,2.630707
"26",3.051071,3.089643,3.050357,3.077857,679030800,2.631623
"27",3.067143,3.078571,2.971786,2.973929,860540800,2.542762
"28",3.015357,3.042143,2.986786,3.031429,724071600,2.591926
"29",3.041429,3.046071,3.010714,3.025,580986000,2.586429
"30",3.0225,3.058571,3.020357,3.046429,507981600,2.604751
"31",3.051429,3.057857,3.027857,3.043214,363661200,2.602003
"32",3.044643,3.050357,3.023571,3.029643,399868000,2.5904
"33",3.023214,3.077143,3.005714,3.067857,617702400,2.623073
"34",3.070714,3.196071,3.07,3.185714,1155313600,2.723844
"35",3.242857,3.243214,3.161786,3.196786,838224800,2.733309
"36",3.184286,3.226429,3.173214,3.181071,517893600,2.719873
"37",3.208571,3.214286,3.128929,3.161071,615848800,2.702772
"38",3.082143,3.11,2.978929,2.9975,1145813200,2.562917
"39",2.964286,3.057143,2.964286,3.021786,919475200,2.583682
"40",3.001071,3.153929,2.991071,3.109286,1415528800,2.658495
"41",3.098929,3.126429,3.043214,3.050357,860000400,2.60811
"42",3.0675,3.166071,3.062857,3.082857,838899600,2.635897
"43",3.135714,3.153929,3.121429,3.149643,723186800,2.693001
"44",3.144643,3.1775,3.123214,3.132857,626284400,2.678649
"45",3.163929,3.168571,3.123571,3.142857,511011200,2.687199
"46",3.171429,3.173214,3.121429,3.141786,451836000,2.686283
"47",3.145357,3.213929,3.1425,3.209643,729408400,2.744302
"48",3.193214,3.235714,3.157143,3.157143,867890800,2.699414
"49",3.164286,3.214286,3.14,3.214286,796586000,2.748272
"50",3.212857,3.227143,3.189643,3.198929,559498800,2.735141
"51",3.197857,3.213929,3.19,3.199643,571704000,2.735752
"52",3.222857,3.269643,3.199643,3.254643,712961200,2.782777
"53",3.2625,3.28,3.252143,3.267143,488916400,2.793465
"54",3.285357,3.357143,3.273214,3.3525,686896000,2.866448
"55",3.3475,3.37,3.321429,3.355714,561492400,2.869195
"56",3.333929,3.359643,3.332143,3.34,450884000,2.85576
"57",3.356786,3.425,3.332143,3.423214,864987200,2.926909
"58",3.418214,3.458214,3.392857,3.409286,932052800,2.915001
"59",3.388571,3.407143,3.326786,3.33,942337200,2.84721
"60",3.363929,3.363929,3.293929,3.348214,725723600,2.862783
"61",3.367143,3.381429,3.3125,3.318214,600558000,2.837132
"62",3.362143,3.366071,3.322143,3.344643,501992400,2.85973
"63",3.362143,3.401071,3.348571,3.375,583934400,2.885685
"64",3.390714,3.397857,3.361786,3.366786,476784000,2.878663
"65",3.361429,3.381429,3.34,3.381429,355516000,2.891182
"66",3.400357,3.403571,3.322857,3.344643,413341600,2.85973
"67",3.345357,3.366429,3.336071,3.366071,352466800,2.878051
"68",3.353571,3.355357,3.2975,3.306786,549018400,2.827361
"69",3.287143,3.296786,3.24,3.2925,656675600,2.815147
"70",3.246429,3.264286,3.216429,3.222857,719941600,2.755601
"71",3.234643,3.267857,3.223214,3.265357,609033600,2.791939
"72",3.285714,3.296429,3.203571,3.226786,751920400,2.75896
"73",3.22,3.244643,3.2,3.228571,464044000,2.760487
"74",3.221071,3.258929,3.208214,3.223929,425913600,2.756516
"75",3.246071,3.256429,3.233929,3.248929,522779600,2.777892
"76",3.271071,3.35,3.265,3.339643,780290000,2.855455
"77",3.355714,3.4425,3.260714,3.33,1055252800,2.84721
"78",3.365357,3.407143,3.35,3.405357,1187144000,2.911641
"79",3.627857,3.660714,3.510714,3.53,1737778000,3.018213
"80",3.506429,3.569643,3.488929,3.568571,699403600,3.051192
"81",3.574643,3.607143,3.559643,3.564286,616509600,3.047529
"82",3.556786,3.583929,3.519643,3.5525,532523600,3.037451
"83",3.558929,3.590714,3.5525,3.585357,505145200,3.065545
"84",3.5975,3.623214,3.571786,3.585714,576077600,3.06585
"85",3.6,3.628571,3.589286,3.600357,381987200,3.07837
"86",3.61,3.726786,3.6075,3.711429,861557200,3.173339
"87",3.695357,3.755357,3.693571,3.752143,783997200,3.208149
"88",3.746786,3.82,3.746071,3.817143,717757600,3.263726
"89",3.808214,3.887143,3.782857,3.833571,1197257600,3.277772
"90",3.847857,3.8975,3.813571,3.883571,653696400,3.320523
"91",3.915,3.928571,3.866071,3.905714,651946400,3.339455
"92",3.913214,3.935714,3.802857,3.84,954514400,3.283269
"93",3.876071,3.886786,3.693571,3.833571,1126767600,3.277772
"94",3.826786,3.923929,3.826786,3.908571,735291200,3.341898
"95",3.936786,3.951429,3.920357,3.929286,621345200,3.35961
"96",3.939643,4.016071,3.930357,3.999286,639892400,3.419461
"97",4.0175,4.0625,4.000357,4.055,572409600,3.467097
"98",4.072143,4.107143,4.021071,4.031786,911374800,3.447249
"99",4.028929,4.087857,3.941786,3.953214,887362000,3.380069
"100",4,4.063571,3.982143,4.057857,632959600,3.469541
"101",4.0875,4.102143,4.024643,4.083929,645694000,3.491832
"102",4.082143,4.245714,4.054643,4.241786,1478444800,3.626802
"103",4.288214,4.363214,4.269286,4.328214,1297066400,3.700701
"104",4.325,4.328214,4.224643,4.228571,885262000,3.615505
"105",4.236786,4.3475,4.210714,4.333214,886673200,3.704976
"106",4.336071,4.381786,4.303571,4.381071,920785600,3.745895
"107",4.367857,4.430357,4.355357,4.415714,1112241200,3.775514
"108",4.463929,4.5575,4.399643,4.431071,1915079600,3.788646
"109",4.493571,4.493929,4.3675,4.446071,1241682400,3.801469
"110",4.5,4.505357,4.269286,4.2925,1874258400,3.670164
"111",4.2625,4.346786,4.225357,4.299286,1426566400,3.675967
"112",4.326786,4.328214,4.121429,4.196429,1721353200,3.588022
"113",4.185714,4.266071,4.157857,4.241071,973266000,3.626191
"114",4.307857,4.309643,4.280714,4.303571,811218800,3.679631
"115",4.402857,4.470714,4.376429,4.4675,910604800,3.819793
"116",4.453214,4.464643,4.389643,4.416429,943026000,3.776125
"117",4.423929,4.452143,4.339286,4.341071,897512000,3.711694
"118",4.346429,4.438929,4.311429,4.425,867045200,3.783454
"119",4.423214,4.444643,4.370714,4.392857,631876000,3.755972
"120",4.435357,4.4675,4.323571,4.369286,965403600,3.735818
"121",4.427857,4.428571,4.24,4.273214,1345005200,3.653675
"122",4.3075,4.358571,4.259286,4.353214,974696800,3.722076
"123",4.37,4.374643,4.285714,4.305714,838143600,3.681464
"124",4.356071,4.428571,4.324643,4.358571,1137841600,3.726656
"125",4.323214,4.360357,4.260714,4.330714,994862400,3.702839
"126",4.357143,4.55,4.339286,4.541786,1162481600,3.883309
"127",4.6,4.748929,4.596071,4.741071,1453051600,4.053701
"128",4.754643,4.762143,4.657143,4.725,874694800,4.039959
"129",4.727857,4.746429,4.613571,4.654643,995820000,3.979803
"130",4.602857,4.803571,4.600357,4.726786,1255007600,4.041487
"131",4.716786,4.775,4.689643,4.728214,821772000,4.042709
"132",4.780357,4.794286,4.728214,4.788214,704608800,4.094008
"133",4.8225,4.923214,4.804286,4.918929,907606000,4.205773
"134",4.9425,4.999286,4.910714,4.932143,936112800,4.217071
"135",4.939286,4.985714,4.910714,4.961071,709959600,4.241804
"136",4.935357,4.944286,4.858571,4.932857,756856800,4.21768
"137",5.010714,5.028929,4.9875,5,732891600,4.27509
"138",5.058929,5.149286,5,5.133929,1167773600,4.389601
"139",5.118214,5.186429,5.033214,5.132143,1036490000,4.388074
"140",4.96,5.035714,4.791071,4.8175,1795292800,4.11905
"141",4.905357,4.941429,4.821429,4.902143,1496182800,4.191421
"142",5.211071,5.303571,4.891429,5.214286,2186629200,4.458308
"143",5.221071,5.318571,5.135,5.1375,1161098400,4.392653
"144",5.154643,5.194643,4.984643,5.051071,1106988400,4.318757
"145",5.106071,5.124286,4.697143,4.705714,1762392800,4.023469
"146",4.772857,4.835,4.563214,4.821429,1750156800,4.122409
"147",4.880357,4.891429,4.791071,4.874643,852644800,4.167909
"148",4.830714,4.855357,4.696429,4.708929,679187600,4.026219
"149",4.746429,4.831071,4.582143,4.830357,925170400,4.130042
"150",4.819286,4.901429,4.736786,4.8225,949936400,4.123324
"151",4.884286,4.887857,4.714286,4.786071,808096800,4.092176
"152",4.6825,4.75,4.4675,4.513929,1125395600,3.85949
"153",4.397143,4.5625,4.296429,4.464286,1410749200,3.817045
"154",4.582857,4.619643,4.517857,4.563929,752911600,3.902241
"155",4.581786,4.582143,4.418214,4.429643,739006800,3.787426
"156",4.383571,4.459286,4.273214,4.282143,992852000,3.661309
"157",4.178929,4.232143,3.986429,4.180357,1866690000,3.57428
"158",4.3575,4.410714,4.279286,4.359286,1195062400,3.727268
"159",4.427143,4.446429,4.303571,4.365,803317200,3.732152
"160",4.364643,4.605714,4.321429,4.556071,1303047200,3.895523
"161",4.686429,4.741071,4.654643,4.7325,1061765600,4.046373
"162",4.753214,4.762143,4.634286,4.681071,866838000,4.0024
"163",4.661786,4.834643,4.636071,4.832143,911834000,4.131568
"164",4.763929,4.809286,4.717857,4.723214,707439600,4.038433
"165",4.678214,4.728929,4.5225,4.529286,1179365600,3.872621
"166",4.638571,4.792143,4.626429,4.788571,1166860800,4.094314
"167",4.738214,4.9375,4.725,4.866071,1435582400,4.160578
"168",4.981786,4.9875,4.9075,4.945714,876887200,4.228673
"169",4.997857,5.204643,4.994286,5.148571,1316842800,4.402122
"170",5.1775,5.208571,4.860714,4.884286,2328222400,4.176151
"171",4.841429,4.913214,4.739643,4.821786,1901261600,4.122713
"172",4.714643,4.725,4.642857,4.706071,1430576000,4.023775
"173",4.8925,4.93,4.783929,4.8825,1487838800,4.174624
"174",4.925,4.939286,4.776786,4.838929,971885600,4.137371
"175",4.856786,4.978571,4.848214,4.8875,1022770000,4.178901
"176",4.958214,4.964286,4.880357,4.9,656163200,4.189588
"177",4.8775,4.963571,4.864286,4.9575,607320000,4.238751
"178",4.963929,5.021071,4.914286,4.943214,793371600,4.226537
"179",4.966429,5.101786,4.9225,5.032857,1064089600,4.303185
"180",5.107857,5.112857,4.978571,5.0275,1026880400,4.298602
"181",5.005357,5.063929,4.975714,5.011071,691840800,4.284555
"182",5.040714,5.166071,5.011071,5.148214,1138880400,4.401814
"183",5.240357,5.351786,5.2375,5.295714,1052161600,4.52793
"184",5.244286,5.472143,5.243571,5.470714,1192550800,4.677557
"185",5.516786,5.535714,5.401786,5.456071,975268000,4.665039
"186",5.491786,5.518571,5.44,5.517857,658198800,4.717868
"187",5.48,5.521429,5.455357,5.481071,615101200,4.686415
"188",5.5225,5.621786,5.461786,5.583571,837068400,4.774052
"189",5.591071,5.663929,5.5675,5.658929,792069600,4.838485
"190",5.635,5.685,5.6075,5.64,692518400,4.822301
"191",5.642857,5.645714,5.482143,5.58,656958400,4.771002
"192",5.656071,5.770714,5.632143,5.766071,943471200,4.930094
"193",5.838929,5.996786,5.820357,5.996786,835928800,5.127359
"194",6.078571,6.111071,5.952857,5.995,1104286400,5.125834
"195",5.983929,5.995714,5.914286,5.956786,667590000,5.093159
"196",6.053214,6.138571,5.471786,5.793929,1643992000,4.953914
"197",5.821786,5.974286,5.778571,5.973214,988176000,5.107205
"198",5.999286,6.056071,5.839286,5.963571,1077930000,5.098959
"199",5.912143,6.077857,5.898214,6.056429,1067830400,5.178354
"200",6.1675,6.18,6.042143,6.169643,1127613200,5.275156
"201",6.125,6.221071,6.108929,6.196429,823676000,5.298058
"202",6.222857,6.236786,6.071429,6.086429,1291780000,5.204006
"203",6.083929,6.246429,6.07,6.227143,1649499600,5.324317
"204",6.734286,6.735714,6.527143,6.648571,1795164000,5.684647
"205",6.636071,6.686071,6.401429,6.640357,1288481600,5.677624
"206",6.6025,6.639286,6.487857,6.527857,973602000,5.581434
"207",6.6175,6.620357,6.531429,6.596429,706876800,5.640065
"208",6.623214,6.663929,6.596429,6.610357,540554000,5.651973
"209",6.649286,6.763214,6.5975,6.678571,939414000,5.710299
"210",6.701071,6.79,6.605357,6.783929,833310800,5.800381
"211",6.735714,6.789286,6.428571,6.694286,805036400,5.723734
"212",6.7575,6.765714,6.553214,6.709643,1002114400,5.736865
"213",6.6175,6.748571,6.58,6.649286,804176800,5.685257
"214",6.680357,6.857143,6.616786,6.849643,954727200,5.856566
"215",6.8075,6.881429,6.6475,6.653571,994327600,5.688923
"216",6.666786,6.675,5.991786,6.266786,1890378000,5.358214
"217",6.1125,6.254286,5.900357,5.906071,1526380800,5.049797
"218",5.902857,5.989286,5.379643,5.491429,1769065200,4.69527
"219",5.744643,6.106429,5.491429,6.07,1739446800,5.18996
"220",6.327143,6.341786,5.847857,5.9325,1449168000,5.072394
"221",5.9425,6.056786,5.725,5.867857,1487410400,5.017122
"222",5.903571,5.965,5.690357,5.9425,1383494000,5.080944
"223",5.932143,6.007143,5.789286,5.855357,1154428800,5.006435
"224",5.916786,6.135357,5.840357,6.030357,1543642800,5.156063
"225",5.922857,6.155357,5.881071,6.016429,1217809600,5.144155
"226",6.142857,6.144643,6.0625,6.126429,465757600,5.238208
"227",6.199643,6.331071,6.155357,6.162143,1305754800,5.268744
"228",6.257857,6.278214,6.071786,6.243214,1317030400,5.33806
"229",6.315,6.45,6.2625,6.436429,1150912000,5.503263
"230",6.408214,6.613214,6.398214,6.581786,1050926800,5.627545
"231",6.690714,6.703571,6.417857,6.507857,1187802000,5.564334
"232",6.495,6.576429,6.346429,6.387857,961469600,5.461731
"233",6.326786,6.460714,6.321071,6.421786,773799600,5.490741
"234",6.531786,6.642857,6.514643,6.625,892402000,5.664494
"235",6.649643,6.789286,6.647143,6.783929,899810800,5.800381
"236",6.805,6.963929,6.715714,6.939286,1066066400,5.933214
"237",6.913929,6.987857,6.881786,6.936071,722377600,5.930465
"238",6.955357,7.029643,6.6925,6.733571,1110925200,5.757326
"239",6.908571,6.945714,6.634286,6.816429,1225660800,5.828167
"240",6.7925,6.861429,6.707857,6.851071,864617600,5.857788
"241",6.798929,6.9,6.769286,6.799643,674312800,5.813816
"242",6.811429,6.880357,6.535,6.585714,1024693600,5.630903
"243",6.661429,6.690357,6.378571,6.535,1222603200,5.587541
"244",6.535,6.594286,6.460714,6.54,827478400,5.591818
"245",6.6225,6.708214,6.5475,6.686071,774057200,5.71671
"246",6.79,6.925357,6.781786,6.925357,993960800,5.921303
"247",6.965357,7.118929,6.956786,7.1,480202800,6.070628
"248",7.1075,7.177143,7.029286,7.105357,703732400,6.075208
"249",7.105357,7.248571,7.064286,7.091786,795527600,6.063605
"250",7.163929,7.198571,7.031429,7.136786,699647200,6.102079
"251",7.125,7.160714,7.0625,7.074286,539333200,6.048641
"252",7.116786,7.152143,6.876786,6.958571,1079178800,5.949702
"253",6.978929,7.049643,6.881786,6.961786,842066400,5.952452
"254",6.8375,6.892857,6.388929,6.430357,1455832000,5.498071
"255",6.473214,6.557143,6.079643,6.344286,2072193200,5.424478
"256",6.433571,6.516429,6.1,6.116071,1523816000,5.22935
"257",6.117857,6.410714,6.010714,6.407143,1813882000,5.478222
"258",6.342143,6.464286,6.264643,6.357857,1482975200,5.436082
"259",6.285714,6.351786,6.071429,6.1675,1232285600,5.273324
"260",6.34,6.407857,6.256071,6.385,1100450400,5.45929
"261",6.347143,6.400714,5.880714,6.037143,2343278000,5.161866
"262",5.901071,6.036071,5.596429,5.701429,2213845200,4.874824
"263",5.768214,5.905714,5.657857,5.746071,1757859600,4.912993
"264",5.775357,5.919643,5.700357,5.762857,1724343600,4.927345
"265",5.287857,5.713571,5.214286,5.558571,2434754000,4.752679
"266",4.863929,5,4.505,4.966786,3372969600,4.24669
"267",4.999643,5.025,4.714643,4.842857,2005866800,4.140729
"268",4.963929,4.9675,4.628929,4.643214,1554739200,3.970032
"269",4.577143,4.757143,4.516071,4.643214,1474844000,3.970032
"270",4.683929,4.7425,4.608929,4.697857,1099982800,4.016753
"271",4.691786,4.8375,4.642857,4.720714,1243051600,4.036294
"272",4.623214,4.880357,4.621429,4.834286,1345674400,4.133401
"273",4.865714,4.878214,4.720714,4.776786,1010744000,4.084237
"274",4.793214,4.853571,4.693571,4.701786,899234000,4.020113
"275",4.658214,4.785714,4.603571,4.62,1141042000,3.950183
"276",4.6725,4.711429,4.348929,4.357143,1573272400,3.725435
"277",4.284643,4.456429,4.188214,4.33,2083331600,3.702227
"278",4.36,4.489286,4.342857,4.481429,1355972800,3.831702
"279",4.571786,4.642143,4.542857,4.623214,1201432400,3.952931
"280",4.667857,4.678571,4.415,4.459286,1225980000,3.81277
"281",4.524286,4.635,4.486786,4.621429,968534000,3.951403
"282",4.621429,4.671429,4.536071,4.552143,954097200,3.892163
"283",4.509643,4.538571,4.430714,4.451071,901300400,3.805746
"284",4.499643,4.526786,4.337143,4.363571,1005046000,3.730932
"285",4.364286,4.45,4.345714,4.422143,967439200,3.781013
"286",4.501786,4.516786,4.316429,4.340714,938114800,3.711388
"287",4.374286,4.375357,4.138214,4.266429,1529878000,3.647873
"288",4.235357,4.291786,4.166429,4.276429,1256774400,3.656423
"289",4.201429,4.324643,4.122857,4.255357,1504888000,3.638406
"290",4.2225,4.394643,4.2175,4.391429,1475138000,3.75475
"291",4.542857,4.721429,4.491786,4.639643,1618254400,3.966978
"292",4.6175,4.650357,4.457143,4.465,1255480800,3.817655
"293",4.444286,4.499286,4.214286,4.3475,1593043200,3.71719
"294",4.356786,4.46,4.3,4.450714,1785383600,3.805441
"295",4.413571,4.469286,4.366071,4.446071,1221836000,3.801469
"296",4.450357,4.553571,4.314643,4.318929,1473698800,3.692761
"297",4.300357,4.392143,4.251786,4.366071,1230462800,3.73307
"298",4.356429,4.409286,4.263214,4.274643,999588800,3.654896
"299",4.432143,4.552857,4.357143,4.548214,1163943200,3.888804
"300",4.537143,4.595714,4.470357,4.501071,1059629200,3.848495
"301",4.432143,4.625,4.392857,4.569286,1262102800,3.906821
"302",4.638571,4.653571,4.435714,4.521786,1156640800,3.866209
"303",4.376786,4.5925,4.376786,4.526071,1072598800,3.869871
"304",4.613571,4.75,4.595357,4.743571,1205120000,4.055839
"305",4.754286,4.796071,4.631071,4.631071,1010536800,3.959649
"306",4.682857,4.760357,4.613571,4.759643,908787600,4.069581
"307",4.786071,5.030357,4.772857,4.983214,1066920400,4.260736
"308",4.998571,5.110714,4.904643,5.035,1052391200,4.305015
"309",5.031071,5.205,5.022857,5.180714,1182084400,4.429604
"310",5.176786,5.189643,4.999643,5.008929,999829600,4.282724
"311",5.064286,5.166071,5.057143,5.1075,714610400,4.367003
"312",5.116786,5.203929,5.09,5.125,768065200,4.381968
"313",5.225,5.345,5.128929,5.340357,1032567200,4.566101
"314",5.313571,5.4,5.208929,5.2675,1044968400,4.503807
"315",5.252143,5.486786,5.25,5.414643,1051568000,4.629616
"316",5.435357,5.525357,5.383929,5.467143,854417200,4.674505
"317",5.576071,5.703214,5.539643,5.5675,1158326400,4.760314
"318",5.483929,5.5875,5.44,5.458571,1014294400,4.667177
"319",5.475357,5.496071,5.373571,5.408571,873398400,4.624425
"320",5.3975,5.550714,5.378571,5.519643,955763200,4.719393
"321",5.454286,5.475,5.228571,5.255,1210076000,4.493119
"322",5.241786,5.330357,5.162143,5.277857,845087600,4.512662
"323",5.335714,5.347143,5.204286,5.299286,698037200,4.530983
"324",5.418571,5.503571,5.379286,5.489286,795774000,4.693438
"325",5.506071,5.571429,5.476786,5.5175,704267200,4.717561
"326",5.682857,5.795,5.656429,5.751429,1026765600,4.917575
"327",5.793214,6.017857,5.777143,6.005714,1039152800,5.134992
"328",5.978571,6,5.646071,5.721429,1439572400,4.891923
"329",5.858929,5.887143,5.752857,5.8175,1504190800,4.974069
"330",5.905,6.070714,5.685357,6.033571,1696066400,5.158812
"331",6.096429,6.110714,5.943571,6.061786,992474000,5.182936
"332",6.0625,6.205357,6.040357,6.151429,787214400,5.259582
"333",6.111071,6.273571,6.080357,6.251786,923476400,5.34539
"334",6.2925,6.428571,6.175714,6.2125,1139524400,5.311797
"335",6.248571,6.428571,6.245,6.428571,903576800,5.496544
"336",6.435357,6.497143,6.376786,6.462143,1006082000,5.525248
"337",6.497143,6.618214,6.466071,6.5975,854557200,5.640981
"338",6.595,6.682857,6.506429,6.666429,918870400,5.699916
"339",6.644643,6.721429,6.447857,6.521071,1157133600,5.575633
"340",6.563214,6.660714,6.538214,6.609286,899085600,5.651058
"341",6.541429,6.580357,6.4775,6.551786,673072400,5.601893
"342",6.614643,6.745357,6.530357,6.72,818563200,5.745719
"343",6.736071,6.8375,6.709286,6.784286,823236400,5.800685
"344",6.829643,6.865714,6.6275,6.652143,916823600,5.687701
"345",6.671786,6.782143,6.578571,6.776071,873208000,5.793664
"346",6.789643,6.796429,6.678571,6.700714,765769200,5.72923
"347",6.709286,6.738929,6.475,6.557143,945820400,5.606475
"348",6.493571,6.648571,6.432857,6.639286,969850000,5.676708
"349",6.631071,6.7125,6.294643,6.363929,1157657200,5.441273
"350",6.402143,6.476071,6.142857,6.323214,1206735600,5.406461
"351",6.456071,6.499643,6.35,6.470357,906917200,5.532272
"352",6.526786,6.658214,6.494286,6.658214,789905200,5.692894
"353",6.693214,6.7125,6.561429,6.678929,743979600,5.710604
"354",6.67,6.721429,6.625,6.6675,647186400,5.70083
"355",6.694643,6.769286,6.692143,6.741071,610184400,5.763737
"356",6.735714,6.773214,6.590357,6.646429,679840000,5.682816
"357",6.673571,6.721429,6.512143,6.620357,750520400,5.660526
"358",6.572143,6.681786,6.543929,6.613929,726983600,5.655028
"359",6.655,6.78,6.632143,6.765357,755445600,5.784501
"360",6.714286,6.783929,6.626786,6.63,966422800,5.668769
"361",6.599643,6.605,6.276786,6.486071,1888392800,5.545709
"362",6.446786,6.670714,6.393571,6.63,1140941200,5.668769
"363",6.583571,6.642857,6.413929,6.4575,961550800,5.521279
"364",6.481786,6.521429,6.114286,6.187857,1308333600,5.29073
"365",6.13,6.22,5.903929,6.156071,1345957200,5.26355
"366",6.117857,6.353571,6.038214,6.315714,1051730400,5.400049
"367",6.360714,6.499643,6.336071,6.479643,899656800,5.540212
"368",6.468571,6.507143,6.333929,6.383929,811468000,5.458374
"369",6.376786,6.512143,6.314286,6.460714,791949200,5.524026
"370",6.405357,6.464286,6.25,6.259643,888367200,5.352108
"371",6.240714,6.281429,6.127143,6.184286,645780800,5.287673
"372",6.156071,6.277857,6.129643,6.1875,621947200,5.290422
"373",6.236071,6.386786,6.21,6.335357,644450800,5.416844
"374",6.216786,6.244286,6.000357,6.009286,869610000,5.138049
"375",5.946786,6.091786,5.8625,6.074643,1042249600,5.193928
"376",6.078214,6.142857,5.950714,5.98,684196800,5.113008
"377",5.865357,6.24,5.857143,6.238571,1111280800,5.334089
"378",6.257143,6.3375,6.006429,6.006429,837519200,5.135602
"379",6.056786,6.148929,5.919643,6.075714,523362000,5.194844
"380",6.184286,6.326071,6.139286,6.255714,820391600,5.348749
"381",6.264286,6.417857,6.169286,6.4125,888350400,5.482804
"382",6.435714,6.461071,6.219286,6.223214,895776000,5.32096
"383",6.247143,6.333571,6.120357,6.308214,840688800,5.393636
"384",6.266786,6.325357,6.107143,6.163571,930011600,5.269962
"385",6.401429,6.403571,6.181429,6.21,886054400,5.309661
"386",6.16,6.205,5.9425,6.058571,1040043200,5.180186
"387",6.078571,6.176071,6.021429,6.171786,747790400,5.276989
"388",6.217857,6.249286,6.121071,6.136071,757526000,5.246451
"389",6.018571,6.058929,5.892857,5.898214,868414400,5.043078
"390",5.960714,5.982143,5.754286,5.938929,1360469600,5.07789
"391",5.321429,5.812857,5.233214,5.786429,1879592400,4.947499
"392",5.8925,6.013214,5.77,5.937857,1061768400,5.076975
"393",5.868571,5.902143,5.658929,5.679643,839619200,4.856198
"394",5.728571,5.821429,5.666071,5.79,633637200,4.950554
"395",5.797857,5.8025,5.500714,5.514286,780712800,4.714813
"396",5.550357,5.694643,5.4875,5.61,684070800,4.796651
"397",5.635,5.731786,5.574286,5.71,725183200,4.882152
"398",5.626429,5.792857,5.606429,5.676786,637498400,4.853753
"399",5.710714,5.713929,5.5625,5.595,544639200,4.783826
"400",5.592857,5.639286,5.461071,5.4725,592527600,4.679086
"401",5.550714,5.742857,5.529286,5.737143,688371600,4.905362
"402",5.713214,5.978571,5.642857,5.863929,791408800,5.013764
"403",5.811071,5.933929,5.767857,5.841786,672372400,4.994831
"404",5.852143,6.058929,5.848214,6.055357,713997200,5.177439
"405",6.073929,6.303571,6.059643,6.198571,891304400,5.29989
"406",6.197143,6.403214,6.196786,6.311786,836278800,5.396689
"407",6.356429,6.428571,6.282143,6.403571,842346400,5.475169
"408",6.368929,6.444643,6.351429,6.404286,711300800,5.475779
"409",6.394286,6.419643,6.251786,6.276429,708251600,5.366459
"410",6.270357,6.350357,6.207857,6.263929,552014400,5.355772
"411",6.233571,6.323929,6.136071,6.1975,616204400,5.298973
"412",6.241786,6.319286,6.200357,6.28,506951200,5.369512
"413",6.231071,6.266071,6.138929,6.224643,539744800,5.322183
"414",6.279286,6.339286,6.270357,6.313929,439611200,5.398522
"415",6.291071,6.293929,6.130714,6.1625,484425200,5.269049
"416",6.17,6.245714,6.164643,6.201429,445550000,5.302332
"417",6.189643,6.277143,6.149643,6.238214,477780800,5.333784
"418",6.26,6.294643,6.169643,6.205,431384800,5.305386
"419",6.177143,6.196429,6.037143,6.054643,599289600,5.176829
"420",6.157143,6.196429,5.892857,5.935357,780763200,5.074837
"421",5.958571,6.024286,5.857143,5.962857,734834800,5.098348
"422",5.923571,5.996786,5.743214,5.757857,743386000,4.92307
"423",5.663929,5.8,5.630357,5.720714,786884000,4.891315
"424",5.8775,5.888929,5.409286,5.64,1045979200,4.822301
"425",5.602143,5.712857,5.349643,5.417143,1245025600,4.631754
"426",5.44,5.535357,5.314286,5.414643,973142800,4.629616
"427",5.292143,5.463929,5.214286,5.451786,971135200,4.661374
"428",5.389643,5.389643,5.232143,5.319286,793027200,4.548084
"429",5.0725,5.274643,5.012857,5.012857,920634400,4.286084
"430",4.780714,5.089286,4.719643,4.995714,1199836400,4.271424
"431",4.946071,4.946786,4.565357,4.565357,1200455200,3.903462
"432",4.663214,4.836786,4.31,4.788929,1676253600,4.094619
"433",5.092857,5.15,4.868214,5.0325,1430875600,4.302877
"434",4.997857,5.008929,4.666429,4.680357,856713200,4.001789
"435",4.708929,4.85,4.523571,4.53,1280364400,3.873232
